               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  63,            0.052687,            0.056138,            0.064403,             0.85402,            0.086003,               0.165,            0.088313,            0.048815,            0.032615,            0.059649,            0.003862,            0.003862,            0.003862
                  64,             0.05485,            0.054281,            0.063474,             0.83054,            0.090259,             0.16335,            0.091892,            0.047794,            0.032301,            0.059444,            0.003763,            0.003763,            0.003763
                  65,            0.054047,            0.057671,            0.062103,             0.83125,            0.098585,             0.16858,            0.093235,            0.048034,             0.03235,            0.059204,            0.003664,            0.003664,            0.003664
                  66,            0.052155,            0.051523,            0.063706,              0.8283,              0.1012,             0.17425,            0.098734,             0.04753,            0.032073,             0.05901,            0.003565,            0.003565,            0.003565
                  67,            0.053652,            0.058152,            0.061747,             0.83136,             0.09893,             0.17758,             0.10286,            0.046881,            0.031977,            0.058918,            0.003466,            0.003466,            0.003466
                  68,            0.053148,            0.053402,            0.062327,             0.78156,             0.12342,              0.1847,             0.10257,            0.047245,            0.031711,            0.058945,            0.003367,            0.003367,            0.003367
                  69,            0.052906,            0.059247,            0.063245,             0.81272,             0.10897,             0.18793,            0.098459,             0.04763,            0.031481,             0.05871,            0.003268,            0.003268,            0.003268
                  70,               0.053,             0.06511,            0.060844,             0.81551,             0.11354,             0.17983,             0.09497,            0.048504,            0.032605,            0.058414,            0.003169,            0.003169,            0.003169
                  71,            0.052089,            0.057019,            0.063492,             0.83895,             0.10779,             0.18224,             0.10272,            0.046338,            0.031884,            0.058277,             0.00307,             0.00307,             0.00307
                  72,            0.052865,            0.056427,            0.061193,             0.84271,             0.10841,             0.18844,             0.10789,            0.045649,            0.031085,            0.058197,            0.002971,            0.002971,            0.002971
                  73,            0.050825,            0.055719,            0.064407,             0.83026,             0.11294,             0.19038,             0.11047,            0.046278,            0.031045,            0.057972,            0.002872,            0.002872,            0.002872
                  74,            0.052363,            0.056588,            0.062375,             0.81616,             0.11753,             0.19129,             0.10784,            0.046191,            0.031017,            0.057743,            0.002773,            0.002773,            0.002773
                  75,            0.052209,            0.059666,            0.061345,             0.83557,             0.11238,             0.18602,              0.1068,            0.045514,            0.031167,            0.057619,            0.002674,            0.002674,            0.002674
                  76,            0.052184,             0.05064,             0.05985,              0.8327,             0.10684,             0.19103,             0.10705,            0.045776,            0.031108,              0.0574,            0.002575,            0.002575,            0.002575
                  77,            0.049812,            0.051457,            0.058497,             0.83636,              0.1136,             0.19798,             0.11171,            0.046298,            0.030903,            0.057079,            0.002476,            0.002476,            0.002476
                  78,            0.051065,            0.054169,            0.059307,             0.85413,             0.10976,             0.19783,             0.11506,            0.045204,            0.030827,            0.056936,            0.002377,            0.002377,            0.002377
                  79,            0.051637,            0.054829,            0.062039,             0.84679,             0.11481,             0.19854,             0.11325,            0.045565,            0.030919,            0.056786,            0.002278,            0.002278,            0.002278
                  80,            0.049369,             0.04815,            0.061085,             0.83322,             0.12262,             0.20623,             0.11943,            0.045216,            0.030519,            0.056679,            0.002179,            0.002179,            0.002179
                  81,            0.052182,            0.057262,            0.061382,             0.86059,             0.11599,             0.20338,             0.11842,            0.044347,            0.030448,            0.056494,             0.00208,             0.00208,             0.00208
                  82,            0.052464,            0.049248,             0.06227,             0.87026,             0.10939,             0.20203,             0.11679,            0.045748,            0.030269,             0.05632,            0.001981,            0.001981,            0.001981
                  83,            0.049144,            0.054927,            0.059575,             0.86993,             0.11466,             0.20626,             0.11819,            0.044047,            0.030064,            0.056192,            0.001882,            0.001882,            0.001882
                  84,            0.050223,            0.052712,             0.06126,             0.87252,             0.11205,              0.2071,             0.12045,            0.043709,            0.029926,            0.056108,            0.001783,            0.001783,            0.001783
                  85,            0.046329,            0.048283,            0.063514,             0.86918,             0.11315,             0.19999,             0.11619,            0.043854,            0.029882,            0.055977,            0.001684,            0.001684,            0.001684
                  86,            0.050344,              0.0538,            0.061203,               0.867,             0.12017,             0.19913,             0.11209,            0.043732,            0.029988,            0.055838,            0.001585,            0.001585,            0.001585
                  87,            0.047956,            0.050667,            0.062106,             0.80176,             0.14122,             0.20095,             0.11551,             0.04378,            0.029918,            0.055744,            0.001486,            0.001486,            0.001486
                  88,            0.048026,            0.048471,            0.060752,              0.8209,             0.13656,             0.19943,             0.11285,            0.043818,            0.029652,            0.055578,            0.001387,            0.001387,            0.001387
                  89,            0.048381,            0.051105,            0.061398,             0.82122,             0.13605,             0.19614,             0.11314,            0.043102,            0.029477,            0.055508,            0.001288,            0.001288,            0.001288
